Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Honduras,HND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.20765,16.06218,16.92308,18.87755,15.81633,15.76355,16.17647,18.53658,17.96116,16.50485,14.35407,16.26794,19.90521,14.69194,14.69194,12.5,11.53846,12.98077,19.23077,16.34615,15.38461,14.90385
Honduras,HND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,36.06557,50.7772,48.71795,46.42857,44.38776,46.79803,41.17647,40.97561,48.54369,45.63107,44.97608,43.54067,46.91943,42.65403,41.70616,35.09615,36.53846,37.98077,45.67308,39.90385,40.38462,43.26923
Honduras,HND,Government Effectiveness: Standard Error,GE.STD.ERR,0.1713758,0.2117794,0.2034165,0.1763725,0.1796212,0.1807289,0.1749862,0.1828277,0.2083476,0.2109882,0.1965635,0.1991886,0.1993914,0.1983118,0.1954716,0.2036974,0.2062309,0.1969108,0.1972638,0.1924637,0.2148822,0.2337076
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.4701714,0.0311014,-0.0785407,-0.2558409,-0.3794161,-0.3921981,-0.6260932,-0.6696391,-0.4366662,-0.529581,-0.30812,-0.4969096,-0.3904354,-0.3501156,-0.4386116,-0.534084,-0.4689144,-0.4333121,-0.5649181,-0.5307975,-0.5751516,-0.5446041
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,7,6
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,30.31915,45.74468,41.26984,38.09524,33.66834,31.06796,27.18447,26.08696,29.95169,28.36539,33.17535,28.43602,34.12322,36.49289,31.75356,28.09524,29.04762,30.47619,26.66667,28.77358,24.5283,26.41509
Honduras,HND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,14.89362,28.7234,25.92593,23.80952,21.60804,19.41748,16.99029,15.94203,18.35749,15.86539,21.80095,19.43128,20.37915,21.80095,19.90521,17.14286,20.95238,20,15.71429,16.50943,14.62264,15.09434
Honduras,HND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,52.12766,67.02128,65.60847,51.85185,47.23618,48.05825,40.29126,40.09662,42.99517,40.38462,47.8673,41.70616,47.8673,45.49763,43.60189,36.66667,41.42857,43.33333,38.57143,40.09434,40.09434,41.98113
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3010781,0.2924749,0.2872855,0.2786692,0.2741809,0.2626058,0.2640872,0.246402,0.2435471,0.2442496,0.2268074,0.2315082,0.1963862,0.2029834,0.2077957,0.21595,0.215237,0.2330146,0.2382714
Honduras,HND,Regulatory Quality: Estimate,RQ.EST,-0.6920494,-0.1279094,-0.3238879,-0.4053921,-0.4888186,-0.3480996,-0.6264381,-0.4700296,-0.2864851,-0.3067068,-0.2998717,-0.2230574,-0.1339601,-0.192711,-0.186378,-0.398392,-0.3959342,-0.513028,-0.4349952,-0.4489721,-0.4932474,-0.4955445
Honduras,HND,Regulatory Quality: Number of Sources,RQ.NO.SRC,5,5,6,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,9,8
Honduras,HND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,24.45652,48.70466,37.94872,38.77551,33.67347,41.87192,27.45098,34.80392,44.17476,45.14563,43.54067,45.45454,48.81517,45.97157,46.91943,37.5,38.94231,30.76923,35.09615,35.57692,33.65385,34.13462
Honduras,HND,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,11.41304,24.87047,22.05128,21.93878,20.91837,25.61576,20.09804,21.07843,27.6699,30.09709,29.66507,33.97129,36.49289,33.17535,33.17535,27.40385,27.88461,20.67308,24.51923,23.07692,19.71154,19.23077
Honduras,HND,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,46.19565,65.80311,56.92308,52.55102,47.95918,52.70936,43.62745,50.4902,54.36893,53.8835,52.63158,53.58852,55.45024,55.92417,56.39811,50.48077,49.51923,46.15385,49.03846,48.07692,46.63462,44.71154
Honduras,HND,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2881397,0.3046118,0.2453106,0.2136482,0.1821441,0.1840556,0.1616867,0.1917907,0.1955203,0.1894775,0.1759741,0.1747217,0.1732116,0.1908993,0.1906713,0.1869514,0.1804464,0.1855784,0.1794291,0.1792755,0.1805002,0.1975814
Honduras,HND,Rule of Law: Estimate,RL.EST,-0.9293492,-0.918294,-0.9886417,-0.8364114,-0.8814018,-0.7617976,-0.7792091,-0.9913117,-0.9304911,-0.9648281,-0.8969461,-0.8780035,-0.9038187,-1.140156,-1.164706,-0.9446871,-0.9256861,-1.118942,-1.044247,-1.028927,-1.009133,-0.9583805
Honduras,HND,Rule of Law: Number of Sources,RL.NO.SRC,8,8,10,11,11,14,14,15,15,15,16,16,16,16,16,15,15,14,14,14,13,12
Honduras,HND,Rule of Law: Percentile Rank,RL.PER.RNK,21.10553,20,19.80198,23.76238,19.80198,25.83732,26.79426,16.26794,19.61723,18.26923,18.95735,21.80095,18.77934,11.73709,11.73709,16.34615,16.82692,11.05769,14.42308,16.34615,15.38461,17.30769
Honduras,HND,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,10.55276,8.5,10.39604,14.35644,11.38614,14.83254,16.26794,9.569378,11.48325,9.615385,12.79621,12.79621,13.61502,5.633803,4.694836,7.692307,9.134615,7.211538,8.173077,8.173077,8.173077,9.615385
Honduras,HND,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,32.1608,31,28.21782,35.64357,31.18812,37.32058,35.88517,26.79426,29.66507,25.48077,30.80569,30.80569,30.04695,19.71831,18.77934,27.40385,29.32692,18.75,22.11539,21.63461,22.59615,25
Honduras,HND,Rule of Law: Standard Error,RL.STD.ERR,0.1996079,0.210277,0.1642183,0.1786737,0.1788418,0.1610357,0.1577161,0.1592372,0.1598184,0.1529648,0.141233,0.1398248,0.1354384,0.1411373,0.1425147,0.1488468,0.1479245,0.1593597,0.1522291,0.143515,0.1485069,0.1494016
Honduras,HND,Voice and Accountability: Estimate,VA.EST,-0.2227673,-0.0224338,-0.0986046,-0.1626548,-0.1778577,-0.3408182,-0.3458069,-0.1394328,-0.1927967,-0.2946571,-0.5329577,-0.503611,-0.4686563,-0.4697777,-0.4749359,-0.4091908,-0.4217526,-0.4381704,-0.4401779,-0.530851,-0.5727262,-0.603004
Honduras,HND,Voice and Accountability: Number of Sources,VA.NO.SRC,7,7,8,9,10,13,14,15,15,15,16,16,16,16,16,14,14,14,14,14,13,12
Honduras,HND,Voice and Accountability: Percentile Rank,VA.PER.RNK,43,48.25871,49.25373,44.27861,42.78607,37.98077,37.98077,42.30769,40.38462,37.5,30.33175,31.75356,31.92488,33.33333,31.4554,33.99015,31.52709,32.51231,32.51231,30.91788,30.43478,30.91788
Honduras,HND,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,33.5,39.80099,35.32338,36.81592,35.32338,29.80769,29.80769,34.61538,34.13462,32.21154,28.90995,28.90995,28.6385,27.23005,27.69953,29.06404,28.07882,28.57143,28.57143,27.05314,25.12077,26.08696
Honduras,HND,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,53.5,57.71144,55.22388,51.74129,51.74129,45.67308,45.67308,48.07692,46.63462,44.71154,35.54502,36.01896,37.55869,40.37559,38.02817,40.39409,39.40887,38.91626,38.42365,36.23188,34.29952,34.78261
Honduras,HND,Voice and Accountability: Standard Error,VA.STD.ERR,0.1969292,0.2053796,0.1932439,0.1666745,0.1649929,0.1481553,0.1471497,0.1218583,0.1234933,0.1181331,0.1154762,0.1140691,0.1166751,0.1192371,0.1160265,0.127143,0.1290322,0.1254072,0.125856,0.1272033,0.1220652,0.1258603
"Hong Kong SAR, China",HKG,Control of Corruption: Estimate,CC.EST,1.444894,1.34573,1.338571,1.713238,1.852923,1.871349,1.779577,1.866716,1.917979,1.901366,1.886195,1.962684,1.852496,1.740234,1.643553,1.619889,1.651854,1.561693,1.618103,1.675505,1.690355,1.649827
"Hong Kong SAR, China",HKG,Control of Corruption: Number of Sources,CC.NO.SRC,6,6,6,6,6,7,7,9,9,9,9,9,10,10,10,9,8,9,10,10,10,8
"Hong Kong SAR, China",HKG,Control of Corruption: Percentile Rank,CC.PER.RNK,89.78494,86.59794,86.29442,91.91919,92.92929,94.14634,93.17073,93.65854,93.68932,94.17476,94.25837,94.7619,94.3128,93.36493,91.94313,91.82692,92.30769,91.82692,92.30769,92.30769,92.30769,93.26923
"Hong Kong SAR, China",HKG,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,81.18279,82.47423,83.75635,89.39394,91.41414,91.70731,91.21951,91.70731,91.74757,91.74757,91.86603,92.85714,91.94313,90.52132,89.57346,89.90385,89.90385,89.42308,88.94231,89.42308,88.94231,88.94231
"Hong Kong SAR, China",HKG,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,93.01075,92.26804,91.87817,93.93939,96.9697,97.07317,97.56097,96.58537,97.08738,97.08738,97.12919,98.57143,97.15639,95.26067,94.78673,94.71154,94.23077,92.78846,93.26923,94.71154,95.67308,95.19231
"Hong Kong SAR, China",HKG,Control of Corruption: Standard Error,CC.STD.ERR,0.2049514,0.1898367,0.1802514,0.1674197,0.1728482,0.1586915,0.1528918,0.1492158,0.1623008,0.1567224,0.1500337,0.1531867,0.1617636,0.1456361,0.141983,0.1369291,0.1382023,0.152314,0.1331562,0.1432435,0.1542598,0.1585387
"Hong Kong SAR, China",HKG,Government Effectiveness: Estimate,GE.EST,1.036225,1.147523,1.326269,1.386807,1.653428,1.756831,1.614587,1.914575,1.870795,1.856298,1.741184,1.680426,1.650636,1.834511,1.746092,1.832899,1.908817,1.841636,1.905391,1.902525,1.740746,1.662403
"Hong Kong SAR, China",HKG,Government Effectiveness: Number of Sources,GE.NO.SRC,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6
"Hong Kong SAR, China",HKG,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.60656,84.45596,87.69231,87.7551,90.81633,91.62562,91.66666,98.04878,97.08738,97.57281,95.21531,93.77991,93.83886,96.68246,95.26067,97.59615,99.03846,96.15385,97.59615,98.07692,96.63461,95.19231
"Hong Kong SAR, China",HKG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.40984,78.23834,81.53846,83.16327,86.7347,89.16256,88.72549,91.70731,90.29126,88.34952,87.55981,86.60287,86.25592,89.57346,88.6256,88.94231,90.86539,90.86539,92.30769,91.82692,87.98077,86.05769
"Hong Kong SAR, China",HKG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.3388,88.60104,89.74359,90.81633,96.42857,98.02956,97.54902,100,99.02913,99.02913,98.56459,98.56459,98.5782,99.52607,99.52607,100,100,100,100,100,99.51923,99.51923
"Hong Kong SAR, China",HKG,Government Effectiveness: Standard Error,GE.STD.ERR,0.1682592,0.2108719,0.2100629,0.1919351,0.1987293,0.2079431,0.1919063,0.1963276,0.2192397,0.2291916,0.2187648,0.2274033,0.222417,0.2197334,0.2168006,0.22925,0.2308256,0.2356023,0.2224026,0.2222754,0.2290055,0.2544763
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5771039,0.7022572,0.9349183,0.9059312,0.9485869,1.145968,1.337111,1.19053,1.103631,1.130013,0.9661998,0.9358106,0.9485961,1.006289,0.9228683,1.153229,1.046295,0.7508071,0.8294839,0.7835555,-0.222178,0.0922063
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,4,5,5,6,6,7,7,7,6,6,7,7,7,7,7,6,7,7,8,6
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,67.02128,70.21277,79.89418,78.30688,79.8995,89.80582,95.63107,91.30434,90.33817,90.86539,83.88625,80.56872,77.25118,83.41232,75.82938,90.95238,88.09524,72.38095,75.2381,71.69811,39.62264,50
"Hong Kong SAR, China",HKG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,43.61702,46.80851,61.37566,60.84656,59.799,67.96117,74.27184,69.56522,70.04831,69.71154,63.98104,62.55924,62.08531,64.92891,63.98104,73.33334,67.14286,58.09524,61.90476,58.49057,24.0566,34.90566
"Hong Kong SAR, China",HKG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,90.42553,94.14893,95.7672,94.70899,97.48743,100,100,100,100,100,97.15639,95.26067,98.10426,98.10426,95.26067,99.52381,97.61905,90.95238,92.85714,91.98113,52.83019,61.79245
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.430922,0.4042552,0.3501006,0.3056599,0.3136045,0.3037408,0.2889076,0.2578236,0.2494074,0.2516888,0.2596208,0.2657531,0.2789005,0.2452862,0.2603769,0.2172782,0.2223723,0.2385638,0.2470914,0.2390563,0.2188374,0.2555246
"Hong Kong SAR, China",HKG,Regulatory Quality: Estimate,RQ.EST,1.677795,1.904534,1.82743,1.726787,1.927398,1.959316,1.789343,1.935577,1.983542,1.954163,1.819855,1.87657,1.78208,1.948253,1.929717,2.057507,2.189884,2.153887,2.166828,2.226014,1.983565,1.787972
"Hong Kong SAR, China",HKG,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,7,8,8,8,6
"Hong Kong SAR, China",HKG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,96.73913,97.92746,96.41026,95.91837,100,100,100,100,100,100,98.56459,100,96.20853,99.52607,99.52607,99.51923,99.51923,99.51923,100,100,99.51923,97.11539
"Hong Kong SAR, China",HKG,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,85.32609,91.70985,90.76923,87.7551,92.85714,93.59606,91.66666,94.11765,94.66019,93.68932,91.86603,92.3445,90.99526,94.3128,92.41706,93.26923,97.59615,95.19231,95.67308,97.59615,93.26923,89.90385
"Hong Kong SAR, China",HKG,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,99.45652,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.51923
"Hong Kong SAR, China",HKG,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2770943,0.2784078,0.2401493,0.2295747,0.1980398,0.2131795,0.1724699,0.209209,0.2243888,0.2306379,0.2238829,0.2356639,0.2187459,0.2261163,0.2232595,0.2285708,0.2178168,0.2324659,0.2202504,0.2214511,0.2205677,0.2474751
"Hong Kong SAR, China",HKG,Rule of Law: Estimate,RL.EST,0.7505658,1.017562,0.81868,1.29407,1.573022,1.586487,1.613014,1.55219,1.526227,1.489005,1.49594,1.543053,1.554583,1.580348,1.573712,1.860669,1.825471,1.722995,1.722528,1.7715,1.604442,1.590243
"Hong Kong SAR, China",HKG,Rule of Law: Number of Sources,RL.NO.SRC,6,6,7,7,7,7,7,9,9,9,9,9,10,10,10,10,9,8,9,9,9,8
"Hong Kong SAR, China",HKG,Rule of Law: Percentile Rank,RL.PER.RNK,69.84924,82.5,74.75247,87.12872,91.58416,92.82297,92.82297,90.90909,90.90909,90.38461,90.99526,90.99526,90.61033,90.61033,91.07981,94.23077,95.19231,93.26923,93.75,95.19231,91.34615,91.82692
"Hong Kong SAR, China",HKG,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,62.31156,71.5,66.83168,80.69307,86.13861,88.03828,88.99522,89.47369,87.08134,87.5,87.20379,87.20379,86.85446,86.85446,86.85446,88.94231,89.42308,88.94231,89.42308,89.42308,87.98077,87.98077
"Hong Kong SAR, China",HKG,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,84.92462,90,84.15842,92.57426,95.54456,97.12919,97.60766,97.12919,95.69378,94.23077,95.7346,96.20853,96.24413,96.71362,96.71362,100,100,99.03846,99.03846,99.51923,96.63461,97.59615
"Hong Kong SAR, China",HKG,Rule of Law: Standard Error,RL.STD.ERR,0.2045971,0.2126302,0.169275,0.1901264,0.187869,0.1798253,0.1749163,0.1676085,0.1669897,0.1634382,0.1608587,0.1614058,0.1484217,0.1573971,0.1573912,0.1668902,0.1625437,0.1836465,0.1660299,0.1588839,0.162988,0.1601195
"Hong Kong SAR, China",HKG,Voice and Accountability: Estimate,VA.EST,0.333626,-0.1062652,-0.0119737,0.1908886,0.44989,0.5621405,0.6203917,0.5081102,0.4763652,0.447788,0.4794998,0.5148422,0.574968,0.6397095,0.725163,0.5356985,0.5148095,0.3772678,0.4282603,0.4400779,0.1269743,0.0384611
"Hong Kong SAR, China",HKG,Voice and Accountability: Number of Sources,VA.NO.SRC,5,5,6,7,7,7,7,9,9,9,9,9,10,10,10,9,8,8,9,9,9,8
"Hong Kong SAR, China",HKG,Voice and Accountability: Percentile Rank,VA.PER.RNK,62,46.76617,51.74129,54.22886,62.68657,65.38461,67.30769,61.53846,60.09615,59.13462,60.66351,63.50711,65.7277,66.66666,69.95305,65.51724,64.53202,58.12808,59.60591,60.86956,51.20773,48.30918
"Hong Kong SAR, China",HKG,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,50,34.32836,35.8209,44.77612,52.23881,56.73077,59.13462,54.32692,54.32692,53.36538,55.45024,55.45024,56.80751,61.50235,63.84977,57.63547,55.66502,49.7537,53.20197,53.62319,41.54589,37.68116
"Hong Kong SAR, China",HKG,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,69,57.21393,59.20398,63.68159,71.64179,76.44231,76.44231,73.07692,71.15385,68.75,70.14218,70.61611,72.30047,73.70892,75.58685,71.42857,71.92118,67.48769,69.45813,70.04831,59.42029,57.00483
"Hong Kong SAR, China",HKG,Voice and Accountability: Standard Error,VA.STD.ERR,0.232133,0.2479636,0.2300147,0.2110139,0.2071171,0.1882457,0.188267,0.1702207,0.1677024,0.1651697,0.1634905,0.1591907,0.149539,0.1410669,0.1375467,0.1496698,0.1527438,0.1501404,0.1514069,0.1525415,0.1417719,0.1500688
Hungary,HUN,Control of Corruption: Estimate,CC.EST,0.6669082,0.7662362,0.787683,0.5838848,0.6809823,0.6933732,0.6543485,0.6587242,0.6228059,0.471792,0.4338323,0.3082172,0.3399772,0.3057809,0.3010476,0.1623462,0.151766,0.105939,0.1253053,0.0865242,0.0600961,0.0974263
Hungary,HUN,Control of Corruption: Number of Sources,CC.NO.SRC,6,8,9,9,10,10,10,12,12,14,14,14,14,15,14,14,14,13,13,13,13,12
Hungary,HUN,Control of Corruption: Percentile Rank,CC.PER.RNK,74.19355,77.83505,77.66498,74.24242,75.75758,75.60976,72.19512,74.14634,73.30097,70.87379,70.33493,65.71429,67.77251,65.40285,64.92891,60.57692,62.01923,60.09615,60.09615,60.09615,59.13462,60.57692
Hungary,HUN,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,63.44086,69.07217,71.5736,67.17171,71.71717,70.7317,67.31707,69.7561,69.90292,63.59223,64.11483,60.95238,61.61137,61.13744,61.13744,55.76923,56.73077,55.28846,55.28846,52.88462,50.48077,49.03846
Hungary,HUN,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,81.18279,82.47423,84.26396,79.29293,80.80808,81.46342,79.02439,77.56097,76.69903,73.78641,72.72727,71.42857,71.56398,70.14218,70.14218,65.86539,66.34615,65.38461,64.42308,63.94231,63.46154,63.94231
Hungary,HUN,Control of Corruption: Standard Error,CC.STD.ERR,0.2103251,0.164298,0.1653065,0.1515853,0.1474856,0.1415275,0.1356037,0.1310288,0.1328169,0.1256114,0.1305002,0.1241254,0.1235879,0.1164013,0.1206199,0.1189233,0.119275,0.1241116,0.1148278,0.1244508,0.1327449,0.1374179
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,0.8632687,0.9870427,0.9825234,1.050705,0.9579552,0.8630024,0.7717035,0.8729004,0.7084755,0.707319,0.6731957,0.6587321,0.6647402,0.6230615,0.6926903,0.5940657,0.5489411,0.5014192,0.527887,0.4900576,0.4960532,0.5809025
Hungary,HUN,Government Effectiveness: Number of Sources,GE.NO.SRC,5,6,7,8,8,8,8,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8
Hungary,HUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.68852,82.90156,82.05128,82.65306,81.12245,77.83251,74.5098,77.56097,74.75728,75.24272,72.72727,72.2488,72.03792,70.61611,71.09005,72.59615,72.59615,69.71154,70.67308,69.71154,70.67308,72.11539
Hungary,HUN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,71.03825,75.64767,75.89744,75.5102,73.46939,71.42857,68.13725,69.7561,65.53398,66.01942,64.5933,65.07177,63.98104,63.03318,64.45498,62.5,62.01923,61.05769,62.01923,58.17308,58.17308,61.53846
Hungary,HUN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,83.60656,87.04663,87.17949,86.7347,86.22449,83.25123,83.33334,83.90244,82.03883,81.06796,79.42583,79.42583,80.56872,78.19905,79.14692,75.96154,76.44231,75.48077,77.40385,75.48077,76.92308,78.36539
Hungary,HUN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1682592,0.1976163,0.1912145,0.1718302,0.1766263,0.1814307,0.1764649,0.1801334,0.1959985,0.2015218,0.1967531,0.209758,0.2055749,0.2029135,0.1952178,0.205673,0.206918,0.2015341,0.2020016,0.2025716,0.2088593,0.2212445
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00652,1.219,0.9171637,1.261184,1.132546,0.8286694,1.00302,0.9865795,0.747174,0.7502059,0.5356742,0.6857837,0.7432541,0.6757948,0.7966461,0.6699048,0.7462977,0.6546786,0.806563,0.7471759,0.7721581,0.863838
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,8,7
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,79.25532,91.48936,78.30688,91.00529,86.43216,75.24272,80.09708,80.67633,71.98067,71.15385,63.98104,69.19431,70.14218,68.72038,70.61611,68.57143,70,67.14286,74.7619,71.22642,71.69811,75
Hungary,HUN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,60.10638,68.08511,62.43386,71.42857,68.34171,58.73787,64.07767,63.76812,55.07246,55.28846,48.81517,54.02843,58.29384,57.34597,61.13744,58.57143,59.52381,57.61905,62.38095,58.49057,58.96227,61.79245
Hungary,HUN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100,95.2381,99.4709,99.49749,94.66019,99.51456,98.55073,91.30434,90.86539,80.56872,87.20379,90.04739,85.30806,91.46919,81.42857,89.04762,82.85714,89.52381,88.20755,91.03773,93.86793
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2459985,0.2391296,0.241629,0.2418599,0.2393309,0.2419979,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,0.8505728,1.025442,1.090353,1.313026,1.116598,1.16464,1.068541,1.21221,1.19106,1.195643,1.081764,1.016507,1.032593,0.9879707,0.9061847,0.7519903,0.7662329,0.6034219,0.6519235,0.57471,0.6035496,0.4816817
Hungary,HUN,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,8,9,10,10,10,10,11,11,11,11,10,10,11,11,11,11,10,9,9,9,8
Hungary,HUN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,75.54348,80.82902,83.07692,87.2449,82.14286,83.25123,79.41177,85.78432,85.92233,85.92233,81.81818,81.33971,80.56872,79.14692,77.72512,75.48077,74.51923,71.63461,73.55769,72.11539,72.59615,67.78846
Hungary,HUN,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,64.67391,72.53886,75.38461,80.10204,75,77.83251,71.56863,76.96078,78.15534,78.64078,74.16268,75.11961,75.82938,73.93365,69.66824,66.82692,68.26923,64.90385,65.86539,62.98077,63.94231,57.69231
Hungary,HUN,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,88.04348,91.70985,90.76923,94.38776,88.77551,89.16256,88.72549,92.15686,91.26214,91.74757,88.03828,86.1244,87.20379,87.20379,86.25592,81.25,80.76923,78.84615,79.80769,78.84615,76.44231,75
Hungary,HUN,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2669653,0.2390621,0.2093132,0.1917365,0.165509,0.1715011,0.1545373,0.1728692,0.1738865,0.1760381,0.1658461,0.1779984,0.1743434,0.1820217,0.183036,0.190555,0.1845939,0.1882345,0.1967178,0.197035,0.1958162,0.2075925
Hungary,HUN,Rule of Law: Estimate,RL.EST,0.9105006,0.8718883,0.9061415,0.9750017,0.9326175,0.9132501,0.8648534,0.9977335,0.9641744,0.9260617,0.7964902,0.7787541,0.7634746,0.6163493,0.588275,0.509783,0.4073128,0.4388936,0.5663263,0.5846309,0.526654,0.5128838
Hungary,HUN,Rule of Law: Number of Sources,RL.NO.SRC,9,10,12,13,13,13,13,15,15,16,16,16,16,17,16,15,15,13,13,13,13,12
Hungary,HUN,Rule of Law: Percentile Rank,RL.PER.RNK,79.39699,77.5,80.69307,80.69307,79.20792,77.51196,78.94736,82.77512,81.81818,81.25,72.51185,72.51185,72.76995,68.07512,67.60564,71.15385,66.34615,66.82692,71.63461,72.11539,69.71154,67.78846
Hungary,HUN,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,68.34171,69.5,72.27723,72.77228,71.78218,70.33493,68.42105,70.33493,71.77033,71.15385,66.35071,65.87678,66.66666,63.38028,62.44131,65.38461,61.05769,59.13462,62.5,63.94231,61.05769,60.57692
